Link Id,0:15:00,3:00:00,3:15:00,3:30:00,3:45:00,4:00:00,4:15:00,4:30:00,4:45:00,5:00:00,5:15:00,5:30:00,5:45:00,6:00:00,6:15:00,6:30:00,6:45:00,7:00:00,7:15:00,7:30:00,7:45:00,8:00:00,8:15:00,8:30:00,8:45:00,9:00:00,9:15:00,9:30:00,9:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,24:00:00,24:15:00,24:30:00,24:45:00,25:00:00,25:15:00,25:30:00,25:45:00,26:00:00,26:15:00,26:30:00,26:45:00,27:00:00,27:15:00,27:30:00,28:00:00,28:30:00,29:15:00,Total Delay [hours],Type,Incident Link,Feeder 1_x,Feeder 2_x,Seed,Duration [HH:MM:SS],Duration [mins],Incident Start,Incident End,Delay During Incident [hours],Post-Incident Delay (0-30 mins) [hours],Post-Incident Delay (30-60 mins) [hours]
12954,-0.0,-0.0,-0.0,-0.0,0.570491562,0.380327708,1.140983124,2.472130102,6.65573489,10.45901197,12.740978218,23.580317896,39.363917778,44.92350569,89.69439952799999,91.849141482,120.373719582,145.095020602,146.806495288,157.265507258,154.98354100999998,164.49173371,160.68845663,153.272066324,128.550765304,114.858967816,102.117989598,98.504876372,89.56717523399999,76.445869308,72.072100666,70.550789834,76.445869308,80.629474096,68.64915129399999,77.586852432,74.734394622,85.383570446,87.47537283999999,81.199965658,86.90488127799999,91.849141482,86.334389716,89.947502942,103.449136576,106.681922094,116.760606356,129.881912282,144.714692894,171.1474686,172.478615578,201.003193678,231.429410318,255.960547484,260.714643834,252.537598112,225.34416699,187.501560044,159.357309652,155.363868718,153.842557886,148.51796997399998,159313.6347363,174593.21249990002,165832.48238580002,153147.4773837,171340.1909086,139591.7975579,159885.63642509998,177076.1770288,170776.0417363,173027.6418546,158574.6839874,68879.5922862,8011.912285050001,56.858992346,54.19669839,57.429483908,57.429483908,47.731127354,39.744245486,40.504900902,37.659279238,33.659002158,30.045888932,26.813103414,16.544255298,12.550814364,7.036062598,3.613113226,1.521310832,1.90163854,0.190163854,0.380327708,-0.0,0.190163854,0.190163854,0.380327708,0.380327708,0.190163854,-0.0,0.190163854,-0.0,524.1725322335018,Feeder 2,12956,13445,12954,518,1:37:38,97.63,08:00:00,09:45:00,0.28112556416333334,0.04125499165944444,0.04083240531722222
12956,-0.0,0.324816026,0.324816026,-0.0,-0.0,1.6240801299999998,4.222608338,7.145952572,12.018192962,17.86488143,32.156786573999995,43.85016351,64.638389174,104.915576398,141.619787336,207.232624588,309.199408674,388.804783122,363.469133094,385.881438888,379.709934394,391.728127356,362.494685016,357.2976286,318.644521506,298.505927894,241.98793937,240.36385924,228.99529833,221.849345758,198.13777586,200.411488042,202.360384198,216.652289342,198.787407912,199.76185599,204.958912406,234.841986798,240.039043214,249.133891942,264.075429138,269.922117606,259.8528208,265.699509268,290.385527244,309.874488804,319.94378561,339.43274717,371.264717718,413.815617124,430.706050476,478.778822324,531.399018536,564.530253188,582.3951346179999,584.6688468,547.964635862,470.333605648,429.731602398,419.01267354,401.14779211,396.27555172,255.630212462,225.422322044,223.148609862,236.141250902,236.141250902,286.162918906,289.411079166,305.002248414,282.265126594,240.36385924,220.550081654,228.99529833,215.353025238,187.743663028,165.65617326,170.85322967599998,171.82767775399998,141.29497131,143.893499518,123.754905906,101.667416138,93.547015488,69.510629564,59.441332758,31.507154522,25.010834002,14.291905144,7.145952572,3.24816026,2.273712182,0.649632052,0.974448078,-0.0,0.324816026,0.974448078,0.974448078,0.649632052,-0.0,-0.0,-0.0,-0.0,5.826380397464441,Incident Link,12956,13445,12954,518,1:37:38,97.63,08:00:00,09:45:00,0.6777827742533333,0.11666308933833333,0.11188107562222221
12959,-0.0,-0.0,-0.0,-0.0,0.872747442,-0.0,3.490989768,9.600221862,16.582201398,18.327696282,40.146382332,77.674522338,215.568618174,443.355700536,879.729421536,1117.11672576,1349.267545332,1164.245087628,1149.408381114,1185.191026236,1213.11894438,1053.406162494,994.93208388,846.56501874,793.327424778,777.617970822,693.8342163899999,656.306076384,537.612424272,534.994181946,439.864710768,397.10008611,361.317440988,353.46271401,343.862492148,307.207099584,345.607987032,338.626007496,324.662048424,337.753260054,306.334352142,287.133908418,294.115887954,292.37039307,239.132799108,246.114778644,260.078737716,247.860273528,271.424454462,270.55170702,329.898533076,346.480734474,363.935683314,367.426673082,418.046024718,486.120325194,492.229557288,503.575274034,515.793738222,497.46604194,464.301639144,411.936792624,430.264488906,467.792628912,409.318550298,344.73523959,288.00665586,261.8242326,224.296092594,218.1868605,181.531467936,161.45827677,142.257833046,123.057389322,131.784863742,128.293873974,87.2747442,94.256723736,77.674522338,78.54726978,105.602440482,73.31078512799999,36.655392564,21.81868605,12.218464188,16.582201398,8.72747442,7.854726977999999,6.109232094,-0.0,-0.0,0.872747442,-0.0,1.745494884,-0.0,1.745494884,0.872747442,-0.0,-0.0,1.745494884,-0.0,-0.0,-0.0,8.716807506820002,Incident Link,12959,12977,13459,518,0:42:53,42.88,07:45:00,08:30:00,1.141117280415,0.436373721,0.375038970215
12977,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.897255444,2.845883166,16.126671274,28.45883166,64.506685096,104.34904942,250.437718608,461.033072892,946.730466556,1226.575644546,1436.222371108,1292.979585086,1269.263892036,1314.798022692,1292.030957364,1126.021106014,1025.466567482,886.96692007,830.997884472,842.381417136,777.87473204,717.1625578320001,612.813508412,594.789581694,486.646021386,433.522868954,375.656577912,380.399716522,347.197746252,322.53342548,345.300490808,377.553833356,310.201265094,333.916958144,313.995775982,290.280082932,301.663615596,309.252637372,250.437718608,262.769878994,278.896550268,266.564389882,292.177338376,299.766360152,358.58127891600003,383.245599688,388.93736602,389.885993742,433.522868954,530.282896598,536.923290652,549.255451038,528.385641154,531.23152432,488.54327683,406.961292738,408.858548182,440.163263008,367.118928414,316.841659148,283.639688878,251.38634633,243.797324554,207.749471118,193.520055288,149.883180076,147.985924632,134.705136524,123.32160386,100.554538532,85.37649498,80.63335637,79.684728648,90.11963359,144.191413744,95.811399922,43.636875212,23.71569305,22.767065328,8.537649498,8.537649498,6.640394054,3.794510888,0.948627722,1.897255444,1.897255444,-0.0,2.845883166,0.948627722,0.948627722,-0.0,-0.0,-0.0,1.897255444,-0.0,-0.0,-0.0,9.25043782800278,Feeder 1,12959,12977,13459,518,0:42:53,42.88,07:45:00,08:30:00,1.202912653036111,0.46482758377999994,0.4152881360755556
12981,-0.0,-0.0,-0.0,0.565086916,-0.0,0.565086916,2.260347664,6.215956076,14.692259816000002,29.949606548,61.02938692800001,82.50268973600001,200.60585518,359.96036549200005,667.9327347120001,866.2782422280001,1030.153447868,975.905103932,958.952496452,977.60036468,931.828324484,818.2458543680001,741.3940337920001,662.2818655520001,601.81756554,619.335259936,574.6933935720001,513.6640066440001,463.93635803600006,452.0695328000001,396.69101503200005,352.614235584,312.493064548,323.79480286800003,307.40728230400003,294.410283236,315.31849912800004,335.66162810400004,305.712021556,313.05815146400005,305.14693464000004,289.324500992,283.108544916,309.10254305200004,267.286111268,286.49906641200005,287.06415332800003,279.152936504,319.83919445600003,331.70601969200004,359.395278576,397.821188864,392.170319704,405.732405688,440.202707564,504.057529072,497.841572996,500.66700757600006,467.326879532,463.93635803600006,408.55784026800006,396.125928116,354.30949633200004,357.70001782800006,302.88658697600005,268.981372016,233.380896308,229.425287896,206.25672434,181.392900036,181.95798695200003,148.052771992,141.27172900000002,135.62085984,128.274729932,125.449295352,100.020384132,96.06477572,106.23634020800002,110.757035536,136.18594675600002,102.845818712,65.55008225600001,51.422909356000005,32.775041128000005,16.95260748,18.647868228,15.257346732000002,5.650869160000001,2.260347664,2.260347664,1.130173832,0.565086916,1.6952607480000002,1.6952607480000002,0.565086916,0.565086916,-0.0,-0.0,1.130173832,-0.0,-0.0,-0.0,7.758015482328891,Feeder 1,13461,12981,13451,518,0:22:33,22.55,07:45:00,08:15:00,0.6920745035122223,0.3511387308588889,0.33167462597444447
12987,-0.0,0.502713508,0.502713508,-0.0,-0.0,1.005427016,2.010854032,5.529848588,8.546129636,15.08140524,24.632961892,32.173664512,49.768637292,80.93687478800001,123.667522968,191.03113304,324.75292616800004,381.056839064,358.937444712,391.111109224,398.651811844,400.159952368,371.505282412,375.024276968,301.125391292,264.427305208,221.19394352,220.691230012,209.128819328,209.128819328,168.40902518,168.40902518,163.88460360800002,182.987716912,171.928019736,175.9497278,196.05826812,201.588116708,209.128819328,238.286202792,235.772635252,245.826905412,230.242786664,239.794343316,257.389316096,289.06026710000003,304.644385848,330.78548826400004,366.9808608400001,424.290200752,465.512708408,528.3518969080001,574.601539644,615.8240473000001,646.4895712880001,628.391885,598.22907452,493.161951348,437.863465468,423.284773736,11000.80095939,80701.32628200001,89464.790177,181054.8882265,163040.65686,133995.382469,31624.05050652,2417.1493269840003,1495.360040492,551.025872748,1151.357575368,247.83775944400003,250.351326984,325.131089488,886.175629808,201.0854032,186.506711468,198.57183566,190.528419532,164.38731711600002,155.338473972,153.830333448,117.132247364,112.607825792,82.94772882000001,75.4070262,34.687232052,29.660096972,14.578691732,6.535275604000001,3.518994556,1.508140524,1.508140524,1.005427016,0.502713508,0.502713508,0.502713508,0.502713508,1.508140524,-0.0,-0.0,-0.0,-0.0,198.6434891899528,Feeder 2,12989,13455,12987,518,0:56:31,56.52,11:30:00,12:30:00,0.28361420409666666,0.13377765018444443,0.1305658694388889
12989,-0.0,-0.0,-0.0,-0.0,1.724916822,1.724916822,5.174750466,4.599778192,7.474639561999999,24.723807782,32.773419618,43.69789282399999,86.820813374,141.44317940399998,217.339519572,335.783808016,518.6249911479999,614.645360906,568.647578986,621.545028194,641.669057784,607.7456936179999,606.5957490699999,618.09519455,539.323993012,471.47726468,424.904510486,414.555009554,408.805286814,413.405065006,353.60794851,382.35656221,355.332865332,412.255120458,377.181811744,386.381368128,405.930425444,450.778262816,460.552791474,472.627209228,473.202181502,476.077042872,473.202181502,496.201072462,536.449131642,585.3217749319999,592.22144222,631.894529126,684.791978334,734.239593898,771.037819434,859.0085773559999,918.230721578,983.20258854,1009.07634087,987.802366732,935.479889798,841.1844368619999,754.3636234879999,761.263290776,672.7175605799999,593.9463590419999,530.699408902,34028.83776054,107694.689779,56878.67871024,16289.939018710002,520.34990797,504.825656572,540.47393756,491.60129427,474.35212605,469.752347858,401.905619526,436.403955966,401.330647252,409.380259088,459.402846926,422.029649116,316.80972297399995,276.561663794,277.136636068,237.463549162,204.690129544,166.74195945999998,130.518706198,79.921146086,52.322476934,24.148835508,13.799334576,4.024805917999999,1.724916822,3.449833644,-0.0,1.724916822,0.574972274,1.149944548,0.574972274,2.299889096,-0.0,0.574972274,-0.0,-0.0,69.70891844574277,Incident Link,12989,13455,12987,518,0:56:31,56.52,11:30:00,12:30:00,0.6045194603027778,0.26368867343722224,0.2692786816566667
13125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 2,13187,13190,13125,518,0:51:14,51.23,07:15:00,08:00:00,0.0,0.0,0.0
13187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Incident Link,13187,13190,13125,518,0:51:14,51.23,07:15:00,08:00:00,0.0,0.0,0.0
13190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feeder 1,13187,13190,13125,518,0:51:14,51.23,07:15:00,08:00:00,0.0,0.0,0.0
